Plate_ID,Row,Col,New_ID,Golden_Gate_Enzyme,Payload_Name,PTag_1_ID,PTag_2_ID,Oralgen Gene ID,GI,Locus,VIMSS (MicrobesOnline #),GeneID,colony_growth,liquid_growth,quivey_successful,quivey_essential,RawMaxOD,TimeMaxOD,PredVMax,TimePredVMax,PassColony,PassLiquid,PassMaxOD,PassTimeMaxOD,PassVMax,PassTimeVMax,PassAll,Pass5,Pass4,Pass3
1,C,5,SMU_33,BsaI,Payload_2,Tag_94,Tag_179,SMu0029,24378561,SMU.33,VIMSS294864,1029621,Y,Y,N,Y,1.287,17.83667,0.28909398446880696,8.04,true,true,true,true,true,true,true,true,true,true
1,D,5,SMU_34,BsaI,Payload_2,Tag_168,Tag_170,SMu0030,24378562,SMU.34,VIMSS294865,1029622,Y,Y,N,Y,1.578,11.17,0.34894517161417826,7.1,true,true,true,true,true,true,true,true,true,true
1,E,5,SMU_35,BsaI,Payload_2,Tag_92,Tag_189,SMu0031,24378563,SMU.35,VIMSS294866,1029623,Y,Y,N,Y,1.262,13.33667,0.2968649192830433,6.83,true,true,true,true,true,true,true,true,true,true
1,F,5,SMU_36,BsaI,Payload_2,Tag_18,Tag_149,SMu0032,24378564,SMU.36,VIMSS294867,1029624,Y,Y,N,Y,1.254,19.33667,0.286007563384523,7.52,true,true,true,true,true,true,true,true,true,true
1,G,5,SMU_37,BsmBI/Esp3I,Payload_6,Tag_152,Tag_154,SMu0033,24378565,SMU.37,VIMSS294868,1029616,Y,Y,N,Y,1.24,14.00333,0.29562217895629034,7.05,true,true,true,true,true,true,true,true,true,true
1,H,5,SMU_38c,BsaI,Payload_1,Tag_24,Tag_43,SMu0034,24378566,SMU.38c,VIMSS294869,1029617,Y,Y,Y,N,1.334,18.00333,0.2942024218489061,8.01,true,true,true,true,true,true,true,true,true,true
1,A,6,SMU_39,BsaI,Payload_2,Tag_26,Tag_53,SMu0035,24378567,SMU.39,VIMSS294870,1029626,Y,Y,N,Y,1.429,16.33667,0.30509050070728005,7.97,true,true,true,true,true,true,true,true,true,true
1,B,6,SMU_40,BsaI,Payload_2,Tag_14,Tag_102,SMu0036,24378568,SMU.40,VIMSS294871,1029627,Y,Y,N,Y,1.25,20.33667,0.29231986596320014,7.92,true,true,true,true,true,true,true,true,true,true
1,C,6,SMU_41,BsaI,Payload_2,Tag_19,Tag_56,SMu0037,24378569,SMU.41,VIMSS294872,1029625,Y,Y,N,Y,1.315,19.33667,0.2970400684814229,7.65,true,true,true,true,true,true,true,true,true,true
1,D,6,SMU_42,BsaI,Payload_2,Tag_163,Tag_187,SMu0038,24378570,SMU.42,VIMSS294873,1029628,Y,Y,Y,N,1.266,21.67,0.2887021862747738,8.77,true,true,true,true,true,true,true,true,true,true
1,E,6,SMU_43,BsaI,Payload_2,Tag_36,Tag_52,SMu0039,24378571,SMU.43,VIMSS294874,1029630,Y,Y,N,?,1.27,18.67,0.2851050580322819,7.96,true,true,true,true,true,true,true,true,true,true
1,F,6,SMU_44,BsaI,Payload_2,Tag_44,Tag_62,SMu0040,24378572,SMU.44,VIMSS294875,1029632,Y,Y,Y,N,1.337,17.33667,0.30702554279213246,7.1,true,true,true,true,true,true,true,true,true,true
1,G,6,SMU_45,BsaI,Payload_2,Tag_4,Tag_61,SMu0041,24378573,SMU.45,VIMSS294876,1029633,Y,Y,Y,N,1.29,20.83667,0.29788358530495673,8.25,true,true,true,true,true,true,true,true,true,true
1,H,6,SMU_46,BsaI,Payload_2,Tag_76,Tag_101,SMu0042,24378574,SMU.46,VIMSS294877,1029629,Y,Y,N,?,1.375,13.67,0.3133309798932067,7.32,true,true,true,true,true,true,true,true,true,true
1,A,7,SMU_47,BsaI,Payload_2,Tag_85,Tag_99,SMu0043,24378575,SMU.47,VIMSS294878,1029635,Y,Y,N,Y,1.273,19.67,0.2744808041958456,7.84,true,true,true,true,true,true,true,true,true,true
1,B,7,intergenic_7,BsaI,Payload_2,Tag_161,Tag_179,,,,,,Y,Y,,,1.21,21.50333,0.2589213302922611,7.27,true,true,true,true,true,true,true,true,true,true
1,C,7,SMU_48,BsaI,Payload_2,Tag_35,Tag_190,SMu0044,24378576,SMU.48,VIMSS294879,1029636,Y,Y,N,?,1.193,10.33667,0.27805788225775296,7.97,true,true,true,true,true,true,true,true,true,true
1,D,7,SMU_49,BsaI,Payload_2,Tag_122,Tag_168,SMu0045,24378577,SMU.49,VIMSS294880,1029634,Y,Y,N,Y,1.225,21.17,0.25292010687000377,7.63,true,true,true,true,true,true,true,true,true,true
1,E,7,intergenic_8,BsaI,Payload_2,Tag_101,Tag_136,,,,,,Y,Y,,,1.204,23.67,0.24731941655127299,8.55,true,true,true,true,true,true,true,true,true,true
1,F,7,SMU_50,BsaI,Payload_2,Tag_62,Tag_129,SMu0046,24378578,SMU.50,VIMSS294881,1029631,Y,Y,Y,N,1.186,23.33667,0.24645604126406423,7.89,true,true,true,true,true,true,true,true,true,true
1,G,7,SMU_51,BsaI,Payload_2,Tag_7,Tag_82,SMu0047,24378579,SMU.51,VIMSS294882,1029640,Y,Y,Y,N,1.232,18.83667,0.2504465907162394,8.4,true,true,true,true,true,true,true,true,true,true
1,H,7,SMU_52,BsaI,Payload_2,Tag_60,Tag_109,SMu0048,24378580,SMU.52,VIMSS294883,1029637,Y,Y,Y,N,1.276,18.50333,0.27457272825781887,8.11,true,true,true,true,true,true,true,true,true,true
1,A,8,SMU_53,BsaI,Payload_2,Tag_1,Tag_84,SMu0049,24378581,SMU.53,VIMSS294884,1029639,Y,Y,Y,N,1.17,11.00333,0.23908696831274845,8.62,true,true,true,true,true,true,true,true,true,true
1,B,8,SMU_54,BsaI,Payload_2,Tag_130,Tag_151,SMu0050,24378582,SMU.54,VIMSS294885,1029638,Y,Y,Y,N,1.185,23.00333,0.2530893819333906,7.53,true,true,true,true,true,true,true,true,true,true
1,C,8,SMU_55,BsmBI/Esp3I,Payload_6,Tag_23,Tag_49,SMu0051,24378583,SMU.55,VIMSS294886,1029641,Y,Y,N,?,1.245,18.33667,0.28413096007866356,7.93,true,true,true,true,true,true,true,true,true,true
1,D,8,SMU_56,BsaI,Payload_2,Tag_66,Tag_153,SMu0052,24378584,SMU.56,VIMSS294887,1029644,Y,Y,Y,N,1.237,23.67,0.24406761397266552,7.54,true,true,true,true,true,true,true,true,true,true
1,E,8,SMU_58,BsaI,Payload_2,Tag_10,Tag_171,SMu0053,24378585,SMU.58,VIMSS294888,1029643,Y,Y,N,?,1.26,23.50333,0.25951362081078855,8.02,true,true,true,true,true,true,true,true,true,true
1,F,8,intergenic_9,BsaI,Payload_2,Tag_149,Tag_166,,,,,,Y,Y,,,1.231,20.17,0.23687896538203257,8.24,true,true,true,true,true,true,true,true,true,true
1,G,8,SMU_59,BsaI,Payload_2,Tag_8,Tag_134,SMu0054,24378586,SMU.59,VIMSS294889,1029647,Y,Y,Y,N,1.204,23.83667,0.2397901069091981,7.09,true,true,true,true,true,true,true,true,true,true
1,H,8,SMU_60,BbsI,Payload_4,Tag_90,Tag_185,SMu0055,24378587,SMU.60,VIMSS294890,1029646,Y,Y,Y,N,1.326,14.50333,0.3094794403454564,7.19,true,true,true,true,true,true,true,true,true,true
1,A,9,intergenic_10,BsaI,Payload_2,Tag_23,Tag_175,,,,,,Y,Y,,,1.614,12.17,0.3331280065517852,9.05,true,true,true,true,true,true,true,true,true,true
1,B,9,SMU_61,BsaI,Payload_2,Tag_64,Tag_96,SMu0056,24378588,SMU.61,VIMSS294891,1029642,Y,Y,N,?,1.678,12.83667,0.3652114188001554,8.82,true,true,true,true,true,true,true,true,true,true
1,C,9,intergenic_11,BsaI,Payload_2,Tag_75,Tag_171,,,,,,Y,Y,,,1.677,11.50333,0.37712682185837787,8.33,true,true,true,true,true,true,true,true,true,true
1,D,9,SMU_comS1,BsaI,Payload_2,Tag_62,Tag_71,,,,,,Y,Y,,,1.669,11.83667,0.383492432846777,8.81,true,true,true,true,true,true,true,true,true,true
1,E,9,SMU_63c,BsaI,Payload_1,Tag_35,Tag_120,SMu0057,24378589,SMU.63c,VIMSS294892,1029648,Y,Y,Y,N,1.237,23.33667,0.28291860260970736,7.5,true,true,true,true,true,true,true,true,true,true
1,F,9,intergenic_12,BbsI,Payload_4,Tag_29,Tag_116,,,,,,Y,Y,,,1.542,12.17,0.35150960935663833,7.9,true,true,true,true,true,true,true,true,true,true
1,G,9,SMU_64,BsaI,Payload_2,Tag_135,Tag_141,SMu0058,24378590,SMU.64,VIMSS294893,1029650,Y,Y,N,Y,1.353,19.67,0.3009849848240428,6.86,true,true,true,true,true,true,true,true,true,true
1,H,9,SMU_65,BsmBI/Esp3I,Payload_6,Tag_61,Tag_188,SMu0059,24378591,SMU.65,VIMSS294894,1029651,Y,Y,Y,N,1.448,12.83667,0.3191030373358076,7.91,true,true,true,true,true,true,true,true,true,true
1,A,10,SMU_66,BsaI,Payload_2,Tag_92,Tag_125,SMu0060,24378592,SMU.66,VIMSS294895,1029649,Y,Y,N,?,1.411,11.67,0.31343141054704493,7.15,true,true,true,true,true,true,true,true,true,true
1,B,10,SMU_67,BsaI,Payload_2,Tag_130,Tag_170,SMu0061,24378593,SMU.67,VIMSS294896,1029653,Y,Y,Y,N,1.604,10.83667,0.3301934886394766,6.68,true,true,true,true,true,true,true,true,true,true
1,C,10,intergenic_13,BsaI,Payload_2,Tag_31,Tag_88,,,,,,Y,Y,,,1.44,20.00333,0.335009779077204,6.92,true,true,true,true,true,true,true,true,true,true
1,D,10,SMU_68,BsaI,Payload_2,Tag_42,Tag_183,SMu0062,24378594,SMU.68,VIMSS294897,1029645,Y,Y,Y,N,1.3,9.67,0.31458372740466717,7.29,true,true,true,true,true,true,true,true,true,true
1,E,10,intergenic_14,BsaI,Payload_2,Tag_92,Tag_184,,,,,,Y,Y,,,1.317,9.67,0.31289299263691345,7.29,true,true,true,true,true,true,true,true,true,true
1,F,10,SMU_70,BsaI,Payload_2,Tag_44,Tag_160,SMu0063,24378595,SMU.70,VIMSS294898,1029655,N,N,N,?,1.051,23.17,0.25581604795382556,20.58,false,false,true,true,true,false,false,false,false,false
1,G,10,intergenic_15,BsaI,Payload_2,Tag_175,Tag_184,,,,,,Y,Y,,,1.331,14.83667,0.3171236420553779,8.0,true,true,true,true,true,true,true,true,true,true
1,H,10,SMU_71,BsaI,Payload_2,Tag_23,Tag_69,SMu0064,24378596,SMU.71,VIMSS294899,1029656,Y,Y,Y,N,1.388,12.17,0.305235969622928,7.46,true,true,true,true,true,true,true,true,true,true
1,A,11,intergenic_16,BbsI,Payload_4,Tag_142,Tag_166,,,,,,Y,Y,,,1.633,14.50333,0.2843693522300407,10.47,true,true,true,true,true,true,true,true,true,true
1,B,11,SMU_72,BsaI,Payload_2,Tag_100,Tag_165,SMu0065,347750430,SMU.72,VIMSS294900,1029652,Y,Y,N,?,1.566,13.83667,0.29898118080745323,9.64,true,true,true,true,true,true,true,true,true,true
1,C,11,SMU_73,BbsI,Payload_4,Tag_9,Tag_153,SMu0066,24378598,SMU.73,VIMSS294901,1029657,Y,Y,Y,N,1.483,13.17,0.3179595883804236,7.97,true,true,true,true,true,true,true,true,true,true
1,D,11,SMU_74,BsaI,Payload_2,Tag_50,Tag_90,SMu0067,24378599,SMU.74,VIMSS294902,1029660,Y,Y,Y,N,1.244,10.67,0.2971104060512346,8.07,true,true,true,true,true,true,true,true,true,true
1,E,11,SMU_75,BsaI,Payload_2,Tag_119,Tag_189,SMu0068,24378600,SMU.75,VIMSS294903,1029654,Y,Y,Y,N,1.328,19.50333,0.31047553469775324,7.48,true,true,true,true,true,true,true,true,true,true
1,F,11,SMU_76,BsaI,Payload_2,Tag_104,Tag_107,SMu0069,24378601,SMU.76,VIMSS294904,1029661,Y,Y,Y,N,1.335,17.83667,0.2956344608070234,7.4,true,true,true,true,true,true,true,true,true,true
1,G,11,intergenic_17,BsaI,Payload_2,Tag_41,Tag_94,,,,,,Y,Y,,,1.279,16.17,0.2834391417815248,7.73,true,true,true,true,true,true,true,true,true,true
1,H,11,SMU_78,BsaI,Payload_2,Tag_79,Tag_149,SMu0070,24378602,SMU.78,VIMSS294905,1029658,Y,Y,Y,N,1.297,17.67,0.27333504710694395,8.32,true,true,true,true,true,true,true,true,true,true
1,A,12,SMU_79,BsaI,Payload_2,Tag_101,Tag_109,SMu0071,24378603,SMU.79,VIMSS294906,1029659,Y,Y,Y,N,1.382,14.33667,0.2627222027535095,8.65,true,true,true,true,true,true,true,true,true,true
1,B,12,SMU_80,BsaI,Payload_2,Tag_2,Tag_62,SMu0072,24378604,SMU.80,VIMSS294907,1029663,N,N,Y,N,1.087,24.00333,0.23555206432430786,20.53,false,false,true,true,true,false,false,false,false,false
1,C,12,SMU_81,BsaI,Payload_2,Tag_12,Tag_178,SMu0073,24378605,SMU.81,VIMSS294908,1029662,N,N,Y,N,0.977,21.50333,0.22310148840226668,19.37,false,false,true,true,true,true,false,false,true,true
1,D,12,intergenic_18,BsaI,Payload_2,Tag_23,Tag_131,,,,,,N,N,,,0.981,21.67,0.22903562415677792,19.59,false,false,true,true,true,true,false,false,true,true
1,E,12,SMU_82,BsaI,Payload_2,Tag_84,Tag_157,SMu0074,24378606,SMU.82,VIMSS294909,1029666,Y,Y,Y,N,1.124,23.83667,0.24955900329292247,7.46,true,true,true,true,true,true,true,true,true,true
1,F,12,intergenic_19,BsaI,Payload_2,Tag_77,Tag_165,,,,,,Y,Y,,,1.543,12.33667,0.28342088234882623,7.27,true,true,true,true,true,true,true,true,true,true
1,G,12,SMU_83,BsaI,Payload_2,Tag_8,Tag_108,SMu0075,24378607,SMU.83,VIMSS294910,1029665,Y,Y,Y,N,1.135,23.50333,0.2126403315855974,7.04,true,true,true,true,true,true,true,true,true,true
1,H,12,intergenic_20,BsaI,Payload_2,Tag_86,Tag_131,,,,,,Y,Y,,,1.376,17.67,0.2650074681118523,8.48,true,true,true,true,true,true,true,true,true,true
2,A,1,SMU_84,BsaI,Payload_2,Tag_141,Tag_188,SMu0076,24378608,SMU.84,VIMSS294911,1029668,Y,Y,Y,N,1.523,13.50306,0.32270788728923316,7.22306,true,true,true,true,true,true,true,true,true,true
2,B,1,SMU_85,BsaI,Payload_2,Tag_12,Tag_53,SMu0077,24378609,SMU.85,VIMSS294912,1029669,Y,Y,Y,N,1.479,12.25306,0.316266785789305,6.59306,true,true,true,true,true,true,true,true,true,true
2,C,1,SMU_86,BsaI,Payload_2,Tag_47,Tag_99,SMu0078,24378610,SMU.86,VIMSS294913,1029667,Y,Y,Y,N,1.668,13.00306,0.320329508618414,7.63306,true,true,true,true,true,true,true,true,true,true
2,D,1,SMU_87,BsaI,Payload_2,Tag_75,Tag_133,SMu0079,24378611,SMU.87,VIMSS294914,1029664,Y,Y,Y,N,1.807,13.00306,0.3462241118470686,8.16306,true,true,true,true,true,true,true,true,true,true
2,E,1,SMU_88c,BsaI,Payload_1,Tag_56,Tag_149,SMu0080,24378612,SMU.88c,VIMSS294915,1029672,Y,Y,Y,N,1.495,13.00306,0.32096854740454084,7.12306,true,true,true,true,true,true,true,true,true,true
2,F,1,intergenic_21,BsaI,Payload_2,Tag_11,Tag_30,,,,,,Y,Y,,,1.563,12.75306,0.3207084401243615,7.14306,true,true,true,true,true,true,true,true,true,true
2,G,1,SMU_89c,BsaI,Payload_1,Tag_43,Tag_137,SMu0081,24378613,SMU.89c,VIMSS294916,1029673,Y,Y,N,?,1.575,12.50278,0.32827021855224814,7.19306,true,true,true,true,true,true,true,true,true,true
2,H,1,intergenic_22,BsaI,Payload_2,Tag_7,Tag_122,,,,,,Y,Y,,,1.768,13.75306,0.3252473079539655,8.63306,true,true,true,true,true,true,true,true,true,true
2,A,2,SMU_91,BsaI,Payload_2,Tag_48,Tag_109,SMu0082,24378614,SMU.91,VIMSS294917,1029670,Y,Y,Y,N,1.63,9.25306,0.353894000685645,6.99306,true,true,true,true,true,true,true,true,true,true
2,B,2,SMU_92c,BsaI,Payload_1,Tag_95,Tag_102,SMu0083,24378615,SMU.92c,VIMSS294918,1029674,Y,Y,N,Y,1.608,14.00278,0.31441100100866437,7.70306,true,true,true,true,true,true,true,true,true,true
2,C,2,SMU_93c,BsaI,Payload_1,Tag_111,Tag_187,SMu0084,24378616,SMU.93c,VIMSS294919,1029675,Y,Y,N,Y,1.43,11.50306,0.3158605223687244,6.93306,true,true,true,true,true,true,true,true,true,true
2,D,2,intergenic_23,BsmBI/Esp3I,Payload_6,Tag_33,Tag_67,,,,,,Y,Y,,,1.742,14.00278,0.3237613651672402,8.11306,true,true,true,true,true,true,true,true,true,true
2,E,2,SMU_94c,BsmBI/Esp3I,Payload_5,Tag_114,Tag_117,SMu0085,24378617,SMU.94c,VIMSS294920,1029677,Y,Y,Y,N,1.717,14.25306,0.3101239419013295,8.11306,true,true,true,true,true,true,true,true,true,true
2,F,2,intergenic_24,BsaI,Payload_2,Tag_102,Tag_137,,,,,,Y,Y,,,1.643,13.75306,0.29881419597501013,7.05306,true,true,true,true,true,true,true,true,true,true
2,G,2,SMU_96,BsaI,Payload_2,Tag_132,Tag_134,SMu0086,347750431,SMU.96,VIMSS294921,1029671,N,N,Y,N,1.365,23.25306,0.22614666892513924,15.00306,false,false,true,true,true,true,false,false,true,true
2,H,2,SMU_97,BsaI,Payload_2,Tag_14,Tag_175,SMu0087,24378619,SMU.97,VIMSS294922,1029678,N,N,Y,N,0.258,24.00306,0.08439227332291907,23.75306,false,false,true,true,false,false,false,false,false,false
2,A,3,intergenic_25,BsaI,Payload_2,Tag_97,Tag_132,,,,,,Y,Y,,,1.676,18.50306,0.23178540248065538,11.99306,true,true,true,true,true,true,true,true,true,true
2,B,3,SMU_99,BbsI,Payload_4,Tag_123,Tag_149,SMu0088,24378620,SMU.99,VIMSS294923,1029679,N,N,Y,N,0.104,5.50306,1.6499714235172706e-22,1.00306,false,false,false,false,false,false,false,false,false,false
2,C,3,intergenic_26,BsaI,Payload_2,Tag_5,Tag_62,,,,,,Y,Y,,,1.614,14.50306,0.3144748058997812,7.62306,true,true,true,true,true,true,true,true,true,true
2,D,3,SMU_100,BbsI,Payload_4,Tag_17,Tag_90,SMu0089,24378621,SMU.100,VIMSS294924,1029681,Y,Y,Y,N,1.76,13.75306,0.33283149206058965,8.48306,true,true,true,true,true,true,true,true,true,true
2,E,3,SMU_101,BsaI,Payload_2,Tag_119,Tag_168,SMu0090,24378622,SMU.101,VIMSS294925,1029680,Y,Y,Y,N,1.791,14.25306,0.3170623072084622,8.77306,true,true,true,true,true,true,true,true,true,true
2,F,3,SMU_102,BbsI,Payload_4,Tag_5,Tag_169,SMu0091,24378623,SMU.102,VIMSS294926,1029683,Y,Y,N,?,1.833,14.00278,0.31075973662220124,8.69306,true,true,true,true,true,true,true,true,true,true
2,G,3,SMU_103,BsaI,Payload_2,Tag_20,Tag_28,SMu0092,24378624,SMU.103,VIMSS294927,1029684,Y,Y,N,?,1.848,14.25306,0.3215877709637627,9.13306,true,true,true,true,true,true,true,true,true,true
2,H,3,SMU_104,BsaI,Payload_2,Tag_121,Tag_161,SMu0093,24378625,SMU.104,VIMSS294928,1029676,Y,Y,N,?,1.808,13.75306,0.3289237442793387,8.85306,true,true,true,true,true,true,true,true,true,true
2,A,4,SMU_105,BsaI,Payload_2,Tag_36,Tag_82,SMu0094,24378626,SMU.105,VIMSS294929,1029682,Y,Y,N,?,1.508,14.75306,0.272489167068216,7.96306,true,true,true,true,true,true,true,true,true,true
2,B,4,intergenic_27,BsaI,Payload_2,Tag_133,Tag_174,,,,,,Y,Y,,,1.623,14.00278,0.3089021133824971,8.00306,true,true,true,true,true,true,true,true,true,true
2,C,4,SMU_106c,BsaI,Payload_1,Tag_38,Tag_98,SMu0095,24378627,SMU.106c,VIMSS294930,1029685,Y,Y,N,?,1.661,14.00278,0.3167854655247228,8.12306,true,true,true,true,true,true,true,true,true,true
