Unnamed: 0,Plate_ID,Row,Col,New_ID,Golden_Gate_Enzyme,Payload_Name,PTag_1_ID,PTag_2_ID,Oralgen Gene ID,GI,Locus,VIMSS (MicrobesOnline #),GeneID,colony_growth,liquid_growth,quivey_successful,quivey_essential,RawMaxOD,TimeMaxOD,PredVMax,TimePredVMax,PassColony,PassLiquid,PassMaxOD,PassTimeMaxOD,PassVMax,PassTimeVMax,PassAll,Pass5,Pass4,Pass3
19,1,D,3,SMU_21,BsaI,Payload_2,Tag_86,Tag_106,17.0,24378549.0,SMU.21,VIMSS294852,1029607.0,Y,Y,N,?,1.356,16.17,0.298916555782968,7.93,True,True,True,True,True,True,True,True,True,True
20,1,E,3,SMU_22,BsaI,Payload_2,Tag_26,Tag_156,18.0,24378550.0,SMU.22,VIMSS294853,1029610.0,N,N,N,?,1.224,24.00333,0.270608110076482,14.36,False,False,True,True,True,True,False,False,True,True
21,1,F,3,SMU_23,BsaI,Payload_2,Tag_109,Tag_132,19.0,24378551.0,SMU.23,VIMSS294854,1029611.0,N,N,N,Y,1.047,22.50333,0.232794781805461,19.06,False,False,True,True,True,True,False,False,True,True
22,1,G,3,SMU_24,BsaI,Payload_2,Tag_135,Tag_185,20.0,24378552.0,SMU.24,VIMSS294855,1029609.0,Y,Y,Y,N,1.227,24.00333,0.258578981609572,7.05,True,True,True,True,True,True,True,True,True,True
23,1,H,3,SMU_25,BsaI,Payload_2,Tag_21,Tag_157,21.0,24378553.0,SMU.25,VIMSS294856,1029608.0,Y,Y,Y,N,0.972,24.00333,0.164137304078219,7.08,True,True,True,True,True,True,True,True,True,True
25,1,B,4,SMU_26,BsaI,Payload_2,Tag_63,Tag_182,22.0,24378554.0,SMU.26,VIMSS294857,1029612.0,Y,Y,Y,N,1.356,16.67,0.308785257204312,6.77,True,True,True,True,True,True,True,True,True,True
26,1,C,4,SMU_27,BsaI,Payload_2,Tag_52,Tag_74,23.0,24378555.0,SMU.27,VIMSS294858,1029615.0,Y,Y,Y,N,1.715,10.17,0.386008250546755,6.74,True,True,True,True,True,True,True,True,True,True
28,1,E,4,SMU_28,BsaI,Payload_2,Tag_29,Tag_128,24.0,24378556.0,SMU.28,VIMSS294859,1029614.0,Y,Y,Y,N,1.287,23.33667,0.286778614432797,7.09,True,True,True,True,True,True,True,True,True,True
29,1,F,4,SMU_29,BsaI,Payload_2,Tag_129,Tag_162,25.0,24378557.0,SMU.29,VIMSS294860,1029613.0,Y,Y,Y,N,1.254,15.50333,0.27600047729536,7.5,True,True,True,True,True,True,True,True,True,True
30,1,G,4,SMU_30,BsaI,Payload_2,Tag_92,Tag_152,26.0,24378558.0,SMU.30,VIMSS294861,1029618.0,Y,Y,N,Y,1.287,18.33667,0.268233991399055,7.63,True,True,True,True,True,True,True,True,True,True
31,1,H,4,SMU_31,BsaI,Payload_2,Tag_41,Tag_87,27.0,24378559.0,SMU.31,VIMSS294862,1029619.0,Y,Y,N,?,1.367,23.50333,0.300353842259474,7.45,True,True,True,True,True,True,True,True,True,True
32,1,A,5,SMU_32,BsaI,Payload_2,Tag_154,Tag_171,28.0,24378560.0,SMU.32,VIMSS294863,1029620.0,Y,Y,Y,N,1.361,13.00333,0.30131819128704,7.0,True,True,True,True,True,True,True,True,True,True
34,1,C,5,SMU_33,BsaI,Payload_2,Tag_94,Tag_179,29.0,24378561.0,SMU.33,VIMSS294864,1029621.0,Y,Y,N,Y,1.287,17.83667,0.289093984468807,8.04,True,True,True,True,True,True,True,True,True,True
35,1,D,5,SMU_34,BsaI,Payload_2,Tag_168,Tag_170,30.0,24378562.0,SMU.34,VIMSS294865,1029622.0,Y,Y,N,Y,1.578,11.17,0.348945171614178,7.1,True,True,True,True,True,True,True,True,True,True
36,1,E,5,SMU_35,BsaI,Payload_2,Tag_92,Tag_189,31.0,24378563.0,SMU.35,VIMSS294866,1029623.0,Y,Y,N,Y,1.262,13.33667,0.296864919283043,6.83,True,True,True,True,True,True,True,True,True,True
37,1,F,5,SMU_36,BsaI,Payload_2,Tag_18,Tag_149,32.0,24378564.0,SMU.36,VIMSS294867,1029624.0,Y,Y,N,Y,1.254,19.33667,0.286007563384523,7.52,True,True,True,True,True,True,True,True,True,True
38,1,G,5,SMU_37,BsmBI/Esp3I,Payload_6,Tag_152,Tag_154,33.0,24378565.0,SMU.37,VIMSS294868,1029616.0,Y,Y,N,Y,1.24,14.00333,0.29562217895629,7.05,True,True,True,True,True,True,True,True,True,True
39,1,H,5,SMU_38c,BsaI,Payload_1,Tag_24,Tag_43,34.0,24378566.0,SMU.38c,VIMSS294869,1029617.0,Y,Y,Y,N,1.334,18.00333,0.294202421848906,8.01,True,True,True,True,True,True,True,True,True,True
40,1,A,6,SMU_39,BsaI,Payload_2,Tag_26,Tag_53,35.0,24378567.0,SMU.39,VIMSS294870,1029626.0,Y,Y,N,Y,1.429,16.33667,0.30509050070728,7.97,True,True,True,True,True,True,True,True,True,True
41,1,B,6,SMU_40,BsaI,Payload_2,Tag_14,Tag_102,36.0,24378568.0,SMU.40,VIMSS294871,1029627.0,Y,Y,N,Y,1.25,20.33667,0.2923198659632,7.92,True,True,True,True,True,True,True,True,True,True
42,1,C,6,SMU_41,BsaI,Payload_2,Tag_19,Tag_56,37.0,24378569.0,SMU.41,VIMSS294872,1029625.0,Y,Y,N,Y,1.315,19.33667,0.297040068481423,7.65,True,True,True,True,True,True,True,True,True,True
43,1,D,6,SMU_42,BsaI,Payload_2,Tag_163,Tag_187,38.0,24378570.0,SMU.42,VIMSS294873,1029628.0,Y,Y,Y,N,1.266,21.67,0.288702186274774,8.77,True,True,True,True,True,True,True,True,True,True
44,1,E,6,SMU_43,BsaI,Payload_2,Tag_36,Tag_52,39.0,24378571.0,SMU.43,VIMSS294874,1029630.0,Y,Y,N,?,1.27,18.67,0.285105058032282,7.96,True,True,True,True,True,True,True,True,True,True
45,1,F,6,SMU_44,BsaI,Payload_2,Tag_44,Tag_62,40.0,24378572.0,SMU.44,VIMSS294875,1029632.0,Y,Y,Y,N,1.337,17.33667,0.307025542792132,7.1,True,True,True,True,True,True,True,True,True,True
46,1,G,6,SMU_45,BsaI,Payload_2,Tag_4,Tag_61,41.0,24378573.0,SMU.45,VIMSS294876,1029633.0,Y,Y,Y,N,1.29,20.83667,0.297883585304957,8.25,True,True,True,True,True,True,True,True,True,True
47,1,H,6,SMU_46,BsaI,Payload_2,Tag_76,Tag_101,42.0,24378574.0,SMU.46,VIMSS294877,1029629.0,Y,Y,N,?,1.375,13.67,0.313330979893207,7.32,True,True,True,True,True,True,True,True,True,True
48,1,A,7,SMU_47,BsaI,Payload_2,Tag_85,Tag_99,43.0,24378575.0,SMU.47,VIMSS294878,1029635.0,Y,Y,N,Y,1.273,19.67,0.274480804195846,7.84,True,True,True,True,True,True,True,True,True,True
50,1,C,7,SMU_48,BsaI,Payload_2,Tag_35,Tag_190,44.0,24378576.0,SMU.48,VIMSS294879,1029636.0,Y,Y,N,?,1.193,10.33667,0.278057882257753,7.97,True,True,True,True,True,True,True,True,True,True
51,1,D,7,SMU_49,BsaI,Payload_2,Tag_122,Tag_168,45.0,24378577.0,SMU.49,VIMSS294880,1029634.0,Y,Y,N,Y,1.225,21.17,0.252920106870004,7.63,True,True,True,True,True,True,True,True,True,True
53,1,F,7,SMU_50,BsaI,Payload_2,Tag_62,Tag_129,46.0,24378578.0,SMU.50,VIMSS294881,1029631.0,Y,Y,Y,N,1.186,23.33667,0.246456041264064,7.89,True,True,True,True,True,True,True,True,True,True
54,1,G,7,SMU_51,BsaI,Payload_2,Tag_7,Tag_82,47.0,24378579.0,SMU.51,VIMSS294882,1029640.0,Y,Y,Y,N,1.232,18.83667,0.250446590716239,8.4,True,True,True,True,True,True,True,True,True,True
55,1,H,7,SMU_52,BsaI,Payload_2,Tag_60,Tag_109,48.0,24378580.0,SMU.52,VIMSS294883,1029637.0,Y,Y,Y,N,1.276,18.50333,0.274572728257819,8.11,True,True,True,True,True,True,True,True,True,True
56,1,A,8,SMU_53,BsaI,Payload_2,Tag_1,Tag_84,49.0,24378581.0,SMU.53,VIMSS294884,1029639.0,Y,Y,Y,N,1.17,11.00333,0.239086968312748,8.62,True,True,True,True,True,True,True,True,True,True
57,1,B,8,SMU_54,BsaI,Payload_2,Tag_130,Tag_151,50.0,24378582.0,SMU.54,VIMSS294885,1029638.0,Y,Y,Y,N,1.185,23.00333,0.253089381933391,7.53,True,True,True,True,True,True,True,True,True,True
58,1,C,8,SMU_55,BsmBI/Esp3I,Payload_6,Tag_23,Tag_49,51.0,24378583.0,SMU.55,VIMSS294886,1029641.0,Y,Y,N,?,1.245,18.33667,0.284130960078664,7.93,True,True,True,True,True,True,True,True,True,True
59,1,D,8,SMU_56,BsaI,Payload_2,Tag_66,Tag_153,52.0,24378584.0,SMU.56,VIMSS294887,1029644.0,Y,Y,Y,N,1.237,23.67,0.244067613972666,7.54,True,True,True,True,True,True,True,True,True,True
60,1,E,8,SMU_58,BsaI,Payload_2,Tag_10,Tag_171,53.0,24378585.0,SMU.58,VIMSS294888,1029643.0,Y,Y,N,?,1.26,23.50333,0.259513620810789,8.02,True,True,True,True,True,True,True,True,True,True
62,1,G,8,SMU_59,BsaI,Payload_2,Tag_8,Tag_134,54.0,24378586.0,SMU.59,VIMSS294889,1029647.0,Y,Y,Y,N,1.204,23.83667,0.239790106909198,7.09,True,True,True,True,True,True,True,True,True,True
63,1,H,8,SMU_60,BbsI,Payload_4,Tag_90,Tag_185,55.0,24378587.0,SMU.60,VIMSS294890,1029646.0,Y,Y,Y,N,1.326,14.50333,0.309479440345456,7.19,True,True,True,True,True,True,True,True,True,True
65,1,B,9,SMU_61,BsaI,Payload_2,Tag_64,Tag_96,56.0,24378588.0,SMU.61,VIMSS294891,1029642.0,Y,Y,N,?,1.678,12.83667,0.365211418800155,8.82,True,True,True,True,True,True,True,True,True,True
67,1,D,9,SMU_comS1,BsaI,Payload_2,Tag_62,Tag_71,57.0,,,,,Y,Y,,,1.669,11.83667,0.383492432846777,8.81,True,True,True,True,True,True,True,True,True,True
68,1,E,9,SMU_63c,BsaI,Payload_1,Tag_35,Tag_120,58.0,24378589.0,SMU.63c,VIMSS294892,1029648.0,Y,Y,Y,N,1.237,23.33667,0.282918602609707,7.5,True,True,True,True,True,True,True,True,True,True
70,1,G,9,SMU_64,BsaI,Payload_2,Tag_135,Tag_141,59.0,24378590.0,SMU.64,VIMSS294893,1029650.0,Y,Y,N,Y,1.353,19.67,0.300984984824043,6.86,True,True,True,True,True,True,True,True,True,True
71,1,H,9,SMU_65,BsmBI/Esp3I,Payload_6,Tag_61,Tag_188,60.0,24378591.0,SMU.65,VIMSS294894,1029651.0,Y,Y,Y,N,1.448,12.83667,0.319103037335808,7.91,True,True,True,True,True,True,True,True,True,True
72,1,A,10,SMU_66,BsaI,Payload_2,Tag_92,Tag_125,61.0,24378592.0,SMU.66,VIMSS294895,1029649.0,Y,Y,N,?,1.411,11.67,0.313431410547045,7.15,True,True,True,True,True,True,True,True,True,True
73,1,B,10,SMU_67,BsaI,Payload_2,Tag_130,Tag_170,62.0,24378593.0,SMU.67,VIMSS294896,1029653.0,Y,Y,Y,N,1.604,10.83667,0.330193488639477,6.68,True,True,True,True,True,True,True,True,True,True
75,1,D,10,SMU_68,BsaI,Payload_2,Tag_42,Tag_183,63.0,24378594.0,SMU.68,VIMSS294897,1029645.0,Y,Y,Y,N,1.3,9.67,0.314583727404667,7.29,True,True,True,True,True,True,True,True,True,True
77,1,F,10,SMU_70,BsaI,Payload_2,Tag_44,Tag_160,64.0,24378595.0,SMU.70,VIMSS294898,1029655.0,N,N,N,?,1.051,23.17,0.255816047953826,20.58,False,False,True,True,True,False,False,False,False,False
79,1,H,10,SMU_71,BsaI,Payload_2,Tag_23,Tag_69,65.0,24378596.0,SMU.71,VIMSS294899,1029656.0,Y,Y,Y,N,1.388,12.17,0.305235969622928,7.46,True,True,True,True,True,True,True,True,True,True
81,1,B,11,SMU_72,BsaI,Payload_2,Tag_100,Tag_165,66.0,347750430.0,SMU.72,VIMSS294900,1029652.0,Y,Y,N,?,1.566,13.83667,0.298981180807453,9.64,True,True,True,True,True,True,True,True,True,True
82,1,C,11,SMU_73,BbsI,Payload_4,Tag_9,Tag_153,67.0,24378598.0,SMU.73,VIMSS294901,1029657.0,Y,Y,Y,N,1.483,13.17,0.317959588380424,7.97,True,True,True,True,True,True,True,True,True,True
83,1,D,11,SMU_74,BsaI,Payload_2,Tag_50,Tag_90,68.0,24378599.0,SMU.74,VIMSS294902,1029660.0,Y,Y,Y,N,1.244,10.67,0.297110406051235,8.07,True,True,True,True,True,True,True,True,True,True
84,1,E,11,SMU_75,BsaI,Payload_2,Tag_119,Tag_189,69.0,24378600.0,SMU.75,VIMSS294903,1029654.0,Y,Y,Y,N,1.328,19.50333,0.310475534697753,7.48,True,True,True,True,True,True,True,True,True,True
85,1,F,11,SMU_76,BsaI,Payload_2,Tag_104,Tag_107,70.0,24378601.0,SMU.76,VIMSS294904,1029661.0,Y,Y,Y,N,1.335,17.83667,0.295634460807023,7.4,True,True,True,True,True,True,True,True,True,True
87,1,H,11,SMU_78,BsaI,Payload_2,Tag_79,Tag_149,71.0,24378602.0,SMU.78,VIMSS294905,1029658.0,Y,Y,Y,N,1.297,17.67,0.273335047106944,8.32,True,True,True,True,True,True,True,True,True,True
88,1,A,12,SMU_79,BsaI,Payload_2,Tag_101,Tag_109,72.0,24378603.0,SMU.79,VIMSS294906,1029659.0,Y,Y,Y,N,1.382,14.33667,0.26272220275351,8.65,True,True,True,True,True,True,True,True,True,True
89,1,B,12,SMU_80,BsaI,Payload_2,Tag_2,Tag_62,73.0,24378604.0,SMU.80,VIMSS294907,1029663.0,N,N,Y,N,1.087,24.00333,0.235552064324308,20.53,False,False,True,True,True,False,False,False,False,False
90,1,C,12,SMU_81,BsaI,Payload_2,Tag_12,Tag_178,74.0,24378605.0,SMU.81,VIMSS294908,1029662.0,N,N,Y,N,0.977,21.50333,0.223101488402267,19.37,False,False,True,True,True,True,False,False,True,True
92,1,E,12,SMU_82,BsaI,Payload_2,Tag_84,Tag_157,75.0,24378606.0,SMU.82,VIMSS294909,1029666.0,Y,Y,Y,N,1.124,23.83667,0.249559003292922,7.46,True,True,True,True,True,True,True,True,True,True
94,1,G,12,SMU_83,BsaI,Payload_2,Tag_8,Tag_108,76.0,24378607.0,SMU.83,VIMSS294910,1029665.0,Y,Y,Y,N,1.135,23.50333,0.212640331585597,7.04,True,True,True,True,True,True,True,True,True,True
96,2,A,1,SMU_84,BsaI,Payload_2,Tag_141,Tag_188,77.0,24378608.0,SMU.84,VIMSS294911,1029668.0,Y,Y,Y,N,1.523,13.50306,0.322707887289233,7.22306,True,True,True,True,True,True,True,True,True,True
97,2,B,1,SMU_85,BsaI,Payload_2,Tag_12,Tag_53,78.0,24378609.0,SMU.85,VIMSS294912,1029669.0,Y,Y,Y,N,1.479,12.25306,0.316266785789305,6.59306,True,True,True,True,True,True,True,True,True,True
98,2,C,1,SMU_86,BsaI,Payload_2,Tag_47,Tag_99,79.0,24378610.0,SMU.86,VIMSS294913,1029667.0,Y,Y,Y,N,1.668,13.00306,0.320329508618414,7.63306,True,True,True,True,True,True,True,True,True,True
99,2,D,1,SMU_87,BsaI,Payload_2,Tag_75,Tag_133,80.0,24378611.0,SMU.87,VIMSS294914,1029664.0,Y,Y,Y,N,1.807,13.00306,0.346224111847069,8.16306,True,True,True,True,True,True,True,True,True,True
100,2,E,1,SMU_88c,BsaI,Payload_1,Tag_56,Tag_149,81.0,24378612.0,SMU.88c,VIMSS294915,1029672.0,Y,Y,Y,N,1.495,13.00306,0.320968547404541,7.12306,True,True,True,True,True,True,True,True,True,True
102,2,G,1,SMU_89c,BsaI,Payload_1,Tag_43,Tag_137,82.0,24378613.0,SMU.89c,VIMSS294916,1029673.0,Y,Y,N,?,1.575,12.50278,0.328270218552248,7.19306,True,True,True,True,True,True,True,True,True,True
104,2,A,2,SMU_91,BsaI,Payload_2,Tag_48,Tag_109,83.0,24378614.0,SMU.91,VIMSS294917,1029670.0,Y,Y,Y,N,1.63,9.25306,0.353894000685645,6.99306,True,True,True,True,True,True,True,True,True,True
105,2,B,2,SMU_92c,BsaI,Payload_1,Tag_95,Tag_102,84.0,24378615.0,SMU.92c,VIMSS294918,1029674.0,Y,Y,N,Y,1.608,14.00278,0.314411001008664,7.70306,True,True,True,True,True,True,True,True,True,True
106,2,C,2,SMU_93c,BsaI,Payload_1,Tag_111,Tag_187,85.0,24378616.0,SMU.93c,VIMSS294919,1029675.0,Y,Y,N,Y,1.43,11.50306,0.315860522368724,6.93306,True,True,True,True,True,True,True,True,True,True
108,2,E,2,SMU_94c,BsmBI/Esp3I,Payload_5,Tag_114,Tag_117,86.0,24378617.0,SMU.94c,VIMSS294920,1029677.0,Y,Y,Y,N,1.717,14.25306,0.31012394190133,8.11306,True,True,True,True,True,True,True,True,True,True
110,2,G,2,SMU_96,BsaI,Payload_2,Tag_132,Tag_134,87.0,347750431.0,SMU.96,VIMSS294921,1029671.0,N,N,Y,N,1.365,23.25306,0.226146668925139,15.00306,False,False,True,True,True,True,False,False,True,True
111,2,H,2,SMU_97,BsaI,Payload_2,Tag_14,Tag_175,88.0,24378619.0,SMU.97,VIMSS294922,1029678.0,N,N,Y,N,0.258,24.00306,0.0843922733229191,23.75306,False,False,True,True,False,False,False,False,False,False
113,2,B,3,SMU_99,BbsI,Payload_4,Tag_123,Tag_149,89.0,24378620.0,SMU.99,VIMSS294923,1029679.0,N,N,Y,N,0.104,5.50306,1.64997142351727e-22,1.00306,False,False,False,False,False,False,False,False,False,False
115,2,D,3,SMU_100,BbsI,Payload_4,Tag_17,Tag_90,90.0,24378621.0,SMU.100,VIMSS294924,1029681.0,Y,Y,Y,N,1.76,13.75306,0.33283149206059,8.48306,True,True,True,True,True,True,True,True,True,True
116,2,E,3,SMU_101,BsaI,Payload_2,Tag_119,Tag_168,91.0,24378622.0,SMU.101,VIMSS294925,1029680.0,Y,Y,Y,N,1.791,14.25306,0.317062307208462,8.77306,True,True,True,True,True,True,True,True,True,True
117,2,F,3,SMU_102,BbsI,Payload_4,Tag_5,Tag_169,92.0,24378623.0,SMU.102,VIMSS294926,1029683.0,Y,Y,N,?,1.833,14.00278,0.310759736622201,8.69306,True,True,True,True,True,True,True,True,True,True
118,2,G,3,SMU_103,BsaI,Payload_2,Tag_20,Tag_28,93.0,24378624.0,SMU.103,VIMSS294927,1029684.0,Y,Y,N,?,1.848,14.25306,0.321587770963763,9.13306,True,True,True,True,True,True,True,True,True,True
119,2,H,3,SMU_104,BsaI,Payload_2,Tag_121,Tag_161,94.0,24378625.0,SMU.104,VIMSS294928,1029676.0,Y,Y,N,?,1.808,13.75306,0.328923744279339,8.85306,True,True,True,True,True,True,True,True,True,True
120,2,A,4,SMU_105,BsaI,Payload_2,Tag_36,Tag_82,95.0,24378626.0,SMU.105,VIMSS294929,1029682.0,Y,Y,N,?,1.508,14.75306,0.272489167068216,7.96306,True,True,True,True,True,True,True,True,True,True
122,2,C,4,SMU_106c,BsaI,Payload_1,Tag_38,Tag_98,96.0,24378627.0,SMU.106c,VIMSS294930,1029685.0,Y,Y,N,?,1.661,14.00278,0.316785465524723,8.12306,True,True,True,True,True,True,True,True,True,True
125,2,F,4,SMU_107,BbsI,Payload_4,Tag_63,Tag_161,97.0,24378628.0,SMU.107,VIMSS294931,1029686.0,Y,Y,N,?,1.703,14.25306,0.298560371765087,8.51306,True,True,True,True,True,True,True,True,True,True
126,2,G,4,SMU_108,BbsI,Payload_4,Tag_136,Tag_188,98.0,24378629.0,SMU.108,VIMSS294932,1029689.0,Y,Y,N,?,1.69,14.75306,0.296950612371556,8.71306,True,True,True,True,True,True,True,True,True,True
127,2,H,4,SMU_109,BbsI,Payload_4,Tag_110,Tag_165,99.0,24378630.0,SMU.109,VIMSS294933,1029688.0,Y,Y,N,?,1.792,14.25306,0.314699478471235,9.05306,True,True,True,True,True,True,True,True,True,True
128,2,A,5,SMU_110,BsaI,Payload_1,Tag_42,Tag_74,100.0,,,,,Y,Y,N,?,1.36,14.75306,0.280779191404443,7.68306,True,True,True,True,True,True,True,True,True,True
130,2,C,5,SMU_112c,BsaI,Payload_1,Tag_34,Tag_69,101.0,24378632.0,SMU.112c,VIMSS294935,1029692.0,Y,Y,Y,N,1.645,13.75306,0.316670579815101,8.12306,True,True,True,True,True,True,True,True,True,True
131,2,D,5,SMU_113,BsaI,Payload_2,Tag_38,Tag_109,102.0,24378633.0,SMU.113,VIMSS294936,1029687.0,Y,Y,N,Y,1.701,13.75306,0.309027044853458,8.37306,True,True,True,True,True,True,True,True,True,True
132,2,E,5,SMU_114,BsaI,Payload_2,Tag_141,Tag_175,103.0,24378634.0,SMU.114,VIMSS294937,1029691.0,Y,Y,N,Y,1.733,14.00278,0.298898694019103,8.43306,True,True,True,True,True,True,True,True,True,True
133,2,F,5,SMU_115,BsaI,Payload_2,Tag_49,Tag_81,104.0,24378635.0,SMU.115,VIMSS294938,1029695.0,Y,Y,N,?,1.781,13.50306,0.304708874689408,8.67306,True,True,True,True,True,True,True,True,True,True
134,2,G,5,SMU_116,BsaI,Payload_2,Tag_169,Tag_185,105.0,24378636.0,SMU.116,VIMSS294939,1029694.0,Y,Y,N,?,1.757,14.25306,0.305072735613158,8.70306,True,True,True,True,True,True,True,True,True,True
135,2,H,5,SMU_117c,BsaI,Payload_1,Tag_9,Tag_115,106.0,24378637.0,SMU.117c,VIMSS294940,1029696.0,Y,Y,N,?,1.787,13.75306,0.306297236895111,9.10306,True,True,True,True,True,True,True,True,True,True
137,2,B,6,SMU_118c,BsaI,Payload_1,Tag_60,Tag_97,107.0,24378638.0,SMU.118c,VIMSS294941,1029699.0,Y,Y,Y,N,1.661,14.25306,0.307875839247589,8.07306,True,True,True,True,True,True,True,True,True,True
138,2,C,6,SMU_119,BsaI,Payload_1,Tag_49,Tag_103,108.0,,,,,Y,Y,Y,N,1.737,13.25306,0.320745898355537,8.30306,True,True,True,True,True,True,True,True,True,True
140,2,E,6,SMU_120,BsaI,Payload_2,Tag_67,Tag_162,109.0,24378640.0,SMU.120,VIMSS294943,1029698.0,Y,Y,N,?,1.733,13.50306,0.321911193483366,9.10306,True,True,True,True,True,True,True,True,True,True
141,2,F,6,SMU_121,BsaI,Payload_1,Tag_82,Tag_191,110.0,,,,,Y,Y,N,?,1.74,14.25306,0.295346808379106,8.71306,True,True,True,True,True,True,True,True,True,True
143,2,H,6,SMU_123,BsaI,Payload_2,Tag_80,Tag_104,111.0,24378642.0,SMU.123,VIMSS294945,1029702.0,Y,N,Y,N,0.137,24.00306,0.0007548236382614,23.74306,True,False,False,True,False,False,False,False,False,False
145,2,B,7,SMU_124,BsaI,Payload_2,Tag_83,Tag_188,112.0,24378643.0,SMU.124,VIMSS294946,1029693.0,Y,Y,N,?,1.603,13.50306,0.332130626471648,6.75306,True,True,True,True,True,True,True,True,True,True
146,2,C,7,SMU_125,BsaI,Payload_2,Tag_27,Tag_67,113.0,24378644.0,SMU.125,VIMSS294947,1029704.0,Y,Y,N,?,1.913,13.50306,0.312882016325184,8.87306,True,True,True,True,True,True,True,True,True,True
148,2,E,7,SMU_127,BsaI,Payload_2,Tag_30,Tag_165,114.0,24378645.0,SMU.127,VIMSS294948,1029703.0,N,N,N,Y,0.188,24.00306,0.0426403534745894,23.75306,False,False,False,True,False,False,False,False,False,False
